性别,专业,学历,毕业去向,就业行业,工作城市,满意度评分,是否有实习经历
女,临床医学,本科,自由职业,互联网,成都,1,否
女,法学,本科,自由职业,医疗,青岛,2,否
男,临床医学,硕士,公务员,政府机关,青岛,4,是
男,法学,本科,创业,教育,上海,5,是
男,金融学,硕士,考研,政府机关,武汉,1,否
女,电子信息,本科,考研,教育,青岛,4,否
男,市场营销,硕士,出国,政府机关,南京,5,否
女,环境工程,博士,出国,制造业,南京,5,否
女,市场营销,本科,考研,互联网,南京,3,否
男,汉语言文学,本科,自由职业,教育,南京,3,否
男,法学,博士,出国,银行,南京,3,否
男,法学,本科,考研,银行,南京,2,否
男,土木工程,本科,出国,文化传媒,杭州,4,是
男,临床医学,硕士,出国,医疗,北京,2,否
女,金融学,本科,自由职业,银行,西安,1,是
男,汉语言文学,本科,出国,互联网,青岛,2,否
女,临床医学,本科,考研,医疗,成都,1,否
女,环境工程,硕士,创业,教育,上海,5,是
女,法学,本科,就业,医疗,西安,4,是
女,环境工程,本科,自由职业,互联网,武汉,3,是
男,环境工程,本科,创业,建筑,武汉,4,是
男,土木工程,本科,考研,建筑,上海,3,是
女,电子信息,硕士,公务员,政府机关,杭州,4,否
男,金融学,硕士,公务员,政府机关,深圳,2,否
男,市场营销,本科,创业,文化传媒,南京,4,否
女,计算机,硕士,出国,互联网,武汉,3,否
女,电子信息,本科,创业,医疗,青岛,3,是
男,金融学,本科,考研,政府机关,武汉,1,否
女,汉语言文学,本科,自由职业,教育,青岛,2,否
男,临床医学,本科,就业,建筑,成都,2,否
女,环境工程,本科,就业,文化传媒,上海,3,是
男,土木工程,本科,自由职业,互联网,深圳,2,否
女,电子信息,本科,考研,文化传媒,上海,4,否
男,土木工程,硕士,就业,建筑,杭州,2,是
男,环境工程,硕士,出国,教育,深圳,1,否
男,电子信息,硕士,创业,互联网,北京,5,是
女,法学,本科,自由职业,制造业,成都,3,否
男,临床医学,硕士,就业,银行,青岛,1,否
女,电子信息,硕士,考研,制造业,杭州,1,是
女,电子信息,硕士,出国,政府机关,上海,4,否
女,金融学,本科,创业,建筑,杭州,3,是
男,金融学,本科,自由职业,互联网,南京,2,否
男,金融学,博士,出国,银行,北京,1,否
男,临床医学,硕士,就业,医疗,武汉,1,否
男,临床医学,博士,出国,医疗,西安,5,否
男,法学,硕士,考研,银行,南京,1,是
女,市场营销,硕士,考研,建筑,上海,2,是
男,市场营销,本科,公务员,政府机关,北京,3,否
女,环境工程,硕士,出国,银行,北京,4,是
女,电子信息,本科,自由职业,制造业,杭州,1,否
男,土木工程,硕士,公务员,政府机关,北京,1,是
女,土木工程,本科,考研,建筑,杭州,2,否
男,临床医学,博士,出国,医疗,杭州,3,否
女,市场营销,本科,考研,制造业,青岛,4,是
男,汉语言文学,本科,自由职业,教育,南京,1,否
女,环境工程,硕士,就业,建筑,北京,2,是
女,市场营销,硕士,考研,互联网,深圳,3,否
男,临床医学,本科,创业,建筑,深圳,3,是
女,汉语言文学,本科,就业,制造业,深圳,3,是
女,土木工程,硕士,出国,医疗,西安,3,是
男,计算机,硕士,自由职业,政府机关,上海,2,否
女,法学,硕士,出国,制造业,青岛,4,否
男,市场营销,本科,创业,文化传媒,深圳,3,是
男,市场营销,本科,就业,制造业,杭州,2,是
女,法学,本科,就业,建筑,上海,5,是
男,金融学,硕士,公务员,政府机关,青岛,4,是
男,市场营销,本科,考研,制造业,南京,2,否
女,环境工程,本科,创业,互联网,杭州,4,是
男,土木工程,本科,自由职业,教育,杭州,1,否
女,环境工程,本科,公务员,政府机关,深圳,1,是
女,环境工程,硕士,创业,银行,北京,3,是
女,市场营销,本科,自由职业,文化传媒,成都,2,是
男,临床医学,本科,自由职业,教育,杭州,3,否
女,计算机,本科,自由职业,文化传媒,武汉,1,否
女,环境工程,硕士,自由职业,银行,青岛,2,否
女,临床医学,硕士,公务员,政府机关,深圳,4,否
男,法学,博士,出国,制造业,武汉,3,否
男,市场营销,硕士,创业,文化传媒,青岛,5,是
男,环境工程,本科,就业,教育,北京,4,是
女,市场营销,硕士,考研,医疗,深圳,2,是
女,金融学,本科,自由职业,制造业,西安,1,否
男,临床医学,本科,自由职业,建筑,南京,1,是
女,环境工程,本科,自由职业,互联网,北京,2,否
男,计算机,本科,创业,互联网,南京,4,是
男,法学,博士,公务员,政府机关,上海,4,是
男,法学,本科,就业,制造业,西安,1,是
女,环境工程,本科,出国,教育,成都,5,否
男,计算机,硕士,考研,银行,青岛,4,否
男,市场营销,本科,公务员,政府机关,北京,2,是
女,临床医学,硕士,公务员,政府机关,成都,1,否
女,市场营销,本科,就业,建筑,成都,1,是
男,土木工程,硕士,创业,建筑,北京,5,是
男,汉语言文学,硕士,出国,互联网,深圳,3,否
女,计算机,硕士,出国,建筑,杭州,2,否
女,金融学,本科,创业,银行,南京,4,是
男,法学,硕士,就业,文化传媒,成都,5,否
男,临床医学,本科,就业,医疗,南京,1,否
女,计算机,本科,自由职业,银行,西安,3,否
男,临床医学,博士,出国,医疗,武汉,3,否
男,法学,本科,创业,政府机关,杭州,5,是
女,金融学,硕士,自由职业,互联网,武汉,1,否
女,计算机,本科,就业,互联网,北京,1,否
女,法学,硕士,考研,制造业,西安,1,是
男,金融学,博士,公务员,政府机关,成都,3,是
女,计算机,本科,出国,银行,上海,3,否
男,汉语言文学,本科,就业,医疗,西安,4,是
男,土木工程,本科,自由职业,互联网,成都,1,否
女,电子信息,本科,公务员,政府机关,西安,1,否
男,汉语言文学,硕士,公务员,政府机关,武汉,3,是
女,汉语言文学,本科,就业,银行,杭州,5,是
男,计算机,硕士,就业,互联网,武汉,4,是
女,法学,本科,就业,银行,西安,1,是
男,市场营销,本科,自由职业,文化传媒,青岛,2,是
女,计算机,本科,出国,制造业,杭州,1,否
男,计算机,硕士,创业,互联网,深圳,5,是
男,临床医学,本科,创业,医疗,南京,5,是
女,金融学,本科,出国,银行,武汉,5,否
男,金融学,本科,考研,教育,武汉,1,是
男,计算机,博士,创业,互联网,上海,3,是
男,法学,本科,自由职业,文化传媒,青岛,1,否
女,临床医学,硕士,自由职业,银行,北京,2,否
女,计算机,硕士,就业,互联网,上海,4,是
女,土木工程,本科,自由职业,制造业,南京,1,否
女,计算机,本科,公务员,政府机关,上海,1,是
女,土木工程,硕士,公务员,政府机关,上海,3,是
女,汉语言文学,硕士,出国,制造业,武汉,1,是
女,电子信息,本科,创业,政府机关,深圳,3,是
男,法学,本科,自由职业,医疗,成都,1,否
男,环境工程,本科,就业,政府机关,北京,2,是
女,汉语言文学,硕士,创业,制造业,杭州,5,是
男,电子信息,本科,创业,政府机关,青岛,3,是
女,电子信息,博士,公务员,政府机关,武汉,1,是
女,土木工程,本科,就业,建筑,上海,1,是
女,汉语言文学,本科,就业,医疗,武汉,1,否
男,土木工程,博士,创业,银行,青岛,5,是
男,法学,本科,自由职业,互联网,杭州,1,否
男,计算机,硕士,出国,互联网,武汉,5,否
男,电子信息,本科,考研,银行,武汉,5,否
女,法学,本科,就业,文化传媒,上海,5,是
男,电子信息,硕士,创业,政府机关,西安,3,是
男,电子信息,本科,公务员,政府机关,北京,3,是
女,土木工程,博士,创业,银行,上海,3,是
女,计算机,硕士,创业,互联网,北京,5,是
女,土木工程,硕士,创业,互联网,上海,3,是
女,临床医学,本科,创业,医疗,深圳,5,是
女,计算机,本科,自由职业,制造业,上海,3,否
男,市场营销,博士,就业,政府机关,北京,4,是
男,环境工程,硕士,考研,政府机关,成都,1,否
女,电子信息,硕士,公务员,政府机关,杭州,5,是
女,市场营销,本科,公务员,政府机关,青岛,3,是
女,临床医学,硕士,自由职业,建筑,杭州,2,是
女,法学,硕士,就业,制造业,武汉,1,是
男,电子信息,本科,自由职业,互联网,西安,3,是
女,计算机,本科,出国,医疗,杭州,5,否
女,电子信息,本科,自由职业,医疗,上海,1,否
女,汉语言文学,硕士,就业,医疗,杭州,3,否
女,电子信息,硕士,创业,互联网,深圳,3,是
男,电子信息,硕士,出国,政府机关,上海,5,是
男,电子信息,本科,就业,互联网,南京,1,否
男,土木工程,硕士,创业,银行,青岛,3,是
男,金融学,硕士,考研,文化传媒,北京,4,否
女,电子信息,本科,就业,互联网,西安,4,是
男,法学,硕士,自由职业,文化传媒,西安,3,否
男,金融学,本科,创业,文化传媒,上海,3,是
男,土木工程,硕士,公务员,政府机关,南京,5,是
女,电子信息,本科,公务员,政府机关,成都,5,否
男,法学,本科,创业,教育,西安,5,是
女,环境工程,本科,就业,医疗,成都,4,是
女,临床医学,硕士,考研,医疗,北京,2,是
女,金融学,本科,就业,银行,深圳,5,是
女,法学,本科,创业,制造业,成都,3,是
男,环境工程,硕士,就业,文化传媒,杭州,3,是
男,汉语言文学,博士,出国,医疗,青岛,4,否
女,计算机,硕士,考研,教育,杭州,1,是
男,环境工程,本科,就业,制造业,杭州,1,是
女,金融学,本科,就业,银行,深圳,3,是
男,计算机,硕士,创业,互联网,青岛,4,是
女,金融学,博士,出国,银行,上海,1,否
女,汉语言文学,本科,考研,建筑,上海,5,是
男,电子信息,博士,出国,文化传媒,上海,2,否
男,法学,博士,出国,建筑,成都,3,否
男,土木工程,本科,就业,建筑,北京,2,是
女,法学,本科,考研,建筑,成都,1,是
男,土木工程,博士,考研,建筑,南京,4,否
女,市场营销,本科,考研,医疗,武汉,5,否
女,汉语言文学,博士,考研,医疗,深圳,3,是
女,金融学,硕士,考研,互联网,深圳,2,否
男,市场营销,博士,出国,互联网,南京,2,否
女,市场营销,本科,创业,文化传媒,北京,3,是
女,环境工程,硕士,考研,建筑,上海,3,是
女,临床医学,博士,出国,医疗,杭州,4,否
女,计算机,本科,自由职业,医疗,南京,3,否
男,电子信息,本科,就业,互联网,青岛,3,否
男,金融学,本科,考研,教育,深圳,1,否
男,电子信息,硕士,就业,互联网,西安,1,是
男,临床医学,本科,公务员,政府机关,青岛,5,否
男,法学,硕士,出国,教育,深圳,5,是
男,临床医学,本科,考研,医疗,南京,4,否
男,环境工程,本科,就业,建筑,深圳,2,是
男,电子信息,博士,出国,医疗,深圳,4,否
女,临床医学,本科,就业,制造业,深圳,4,是
男,法学,硕士,考研,教育,成都,4,否
男,汉语言文学,本科,就业,教育,西安,5,否
女,临床医学,本科,自由职业,制造业,武汉,2,否
女,土木工程,博士,自由职业,制造业,武汉,3,否
女,土木工程,本科,公务员,政府机关,北京,3,是
男,计算机,本科,公务员,政府机关,南京,4,否
女,临床医学,本科,公务员,政府机关,南京,1,否
女,法学,硕士,考研,建筑,上海,3,否
男,计算机,本科,就业,互联网,杭州,2,是
女,汉语言文学,博士,出国,文化传媒,南京,1,否
女,金融学,博士,出国,银行,杭州,1,否
女,环境工程,本科,公务员,政府机关,上海,5,否
女,金融学,本科,自由职业,互联网,武汉,3,否
女,市场营销,博士,出国,文化传媒,杭州,5,否
女,计算机,硕士,公务员,政府机关,上海,3,否
男,市场营销,博士,就业,银行,深圳,2,是
男,金融学,硕士,考研,政府机关,杭州,4,否
女,环境工程,本科,就业,互联网,南京,4,是
女,土木工程,硕士,就业,建筑,上海,2,否
女,土木工程,本科,自由职业,互联网,武汉,1,是
男,市场营销,本科,考研,建筑,青岛,2,否
男,金融学,本科,创业,政府机关,青岛,5,是
男,计算机,硕士,出国,建筑,南京,1,否
男,计算机,本科,出国,互联网,上海,4,否
男,金融学,硕士,创业,教育,西安,4,是
男,法学,本科,公务员,政府机关,南京,1,是
男,法学,本科,创业,文化传媒,成都,5,是
女,市场营销,本科,自由职业,文化传媒,南京,2,否
女,法学,本科,自由职业,医疗,西安,3,否
女,土木工程,硕士,公务员,政府机关,青岛,2,是
男,临床医学,硕士,出国,医疗,南京,2,否
男,汉语言文学,硕士,考研,互联网,青岛,2,否
男,环境工程,本科,自由职业,银行,南京,3,否
女,土木工程,本科,考研,建筑,武汉,3,否
男,土木工程,本科,考研,建筑,青岛,1,否
女,计算机,硕士,创业,互联网,南京,5,是
男,法学,本科,公务员,政府机关,深圳,3,是
女,环境工程,本科,就业,银行,上海,4,是
女,法学,本科,考研,教育,上海,3,否
男,土木工程,本科,考研,建筑,武汉,3,否
女,金融学,硕士,出国,银行,青岛,5,否
男,计算机,本科,就业,互联网,青岛,1,是
男,汉语言文学,本科,就业,制造业,杭州,3,是
女,市场营销,本科,自由职业,文化传媒,上海,1,否
男,计算机,硕士,自由职业,教育,北京,2,否
女,汉语言文学,本科,自由职业,教育,深圳,1,是
男,电子信息,本科,就业,互联网,青岛,2,是
男,环境工程,博士,出国,互联网,成都,2,否
女,土木工程,本科,自由职业,文化传媒,武汉,2,否
男,环境工程,本科,自由职业,互联网,武汉,2,否
男,金融学,本科,公务员,政府机关,成都,5,否
女,土木工程,本科,创业,制造业,成都,3,是
男,汉语言文学,博士,出国,政府机关,杭州,2,否
女,临床医学,本科,自由职业,政府机关,成都,2,否
男,土木工程,本科,自由职业,互联网,南京,3,否
男,法学,博士,创业,教育,上海,5,否
男,土木工程,本科,就业,建筑,成都,5,是
女,市场营销,本科,就业,文化传媒,成都,3,是
女,法学,硕士,就业,互联网,青岛,4,是
男,金融学,硕士,就业,银行,上海,4,是
男,土木工程,本科,公务员,政府机关,深圳,1,是
女,法学,硕士,创业,教育,上海,5,是
男,市场营销,本科,创业,文化传媒,青岛,3,是
男,市场营销,硕士,自由职业,文化传媒,武汉,2,否
